sample_id,biosample,other_sample_id,collaborator_sample_id,dataset,env_broad_scale,env_medium,storage_medium,host_pooped,host_taxon,host_genus,host_species,animal_type,animal_ecomode,Clade_Order,Family,Diet,Diet_Detailed,Habitat,Metamorphosis,Reproduction,sex,svl,weight,collection_date,state,county,ecoregion_III,ecoregion_IV,site,gps_n,gps_w,walker_wash_swab_protocol,data_type,collector,notes_host,notes_lab,temp_code,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1320,16472,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,70,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Cataloochee divide trail, GSMNP",35.63242729,-83.04507899,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1321,16480,NA,NA,UHM,wild,,,N,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,28,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Cataloochee divide trail, GSMNP",35.63242729,-83.04507899,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1322,16490,NA,NA,UHM,wild,,,N,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,57,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1323,16500,NA,NA,UHM,wild,,,N,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,72,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1324,16510,NA,NA,UHM,wild,fecal,water - chemistry,Y,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,67,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1324,16511,NA,NA,UHM,wild,fecal,water - DNA,Y,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,67,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1324,16512,NA,NA,UHM,wild,fecal,glycerol,Y,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,67,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1325,16520,NA,NA,UHM,wild,,,N,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,55,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1326,16530,NA,NA,UHM,wild,,,N,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,55,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1327,16540,NA,NA,UHM,wild,fecal,water - chemistry,Y,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,60,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1327,16541,NA,NA,UHM,wild,fecal,water - DNA,Y,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,60,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1327,16542,NA,NA,UHM,wild,fecal,glycerol,Y,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,60,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1328,16550,NA,NA,UHM,wild,fecal,water - chemistry,Y,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,31,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1328,16551,NA,NA,UHM,wild,fecal,water - DNA,Y,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,31,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1328,16552,NA,NA,UHM,wild,fecal,glycerol,Y,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,31,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1329,16560,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,32,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1330,16570,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,38,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1331,16580,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,32,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1332,16590,NA,NA,UHM,wild,,,N,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,24,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1333,16600,NA,NA,UHM,wild,,,N,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,23,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Caldwell Fork Trail, GSMNP",35.62612902,-83.08869157,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1334,16610,NA,NA,UHM,wild,fecal,water - chemistry,Y,Desmognathus santeetlah,Desmognathus,santeetlah,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,32,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1334,16611,NA,NA,UHM,wild,fecal,water - DNA,Y,Desmognathus santeetlah,Desmognathus,santeetlah,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,32,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1334,16612,NA,NA,UHM,wild,fecal,glycerol,Y,Desmognathus santeetlah,Desmognathus,santeetlah,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,32,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1335,16620,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,44,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1336,16630,NA,NA,UHM,wild,fecal,water - chemistry,Y,Desmognathus santeetlah,Desmognathus,santeetlah,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,28,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1336,16631,NA,NA,UHM,wild,fecal,water - DNA,Y,Desmognathus santeetlah,Desmognathus,santeetlah,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,28,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1336,16632,NA,NA,UHM,wild,fecal,glycerol,Y,Desmognathus santeetlah,Desmognathus,santeetlah,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,28,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1337,16640,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,41,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1338,16650,NA,NA,UHM,wild,fecal,water - chemistry,Y,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,36,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1338,16651,NA,NA,UHM,wild,fecal,water - DNA,Y,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,36,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1338,16652,NA,NA,UHM,wild,fecal,glycerol,Y,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,36,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1339,16660,NA,NA,UHM,wild,fecal,water - chemistry,Y,Desmognathus,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,28,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1339,16661,NA,NA,UHM,wild,fecal,water - DNA,Y,Desmognathus,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,28,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1339,16662,NA,NA,UHM,wild,fecal,glycerol,Y,Desmognathus,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,28,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1340,16670,NA,NA,UHM,wild,,,N,Desmognathus marmoratus,Desmognathus,marmoratus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,32,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1341,16680,NA,NA,UHM,wild,fecal,water - chemistry,Y,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,27,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1341,16681,NA,NA,UHM,wild,fecal,water - DNA,Y,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,27,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1341,16682,NA,NA,UHM,wild,fecal,glycerol,Y,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,27,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1342,16690,NA,NA,UHM,wild,,,N,Eurycea wilderae,Eurycea,wilderae,Salamander,Aquatic-Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,34,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1343,16700,NA,NA,UHM,wild,fecal,water - chemistry,Y,Desmognathus,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,33,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1343,16701,NA,NA,UHM,wild,fecal,water - DNA,Y,Desmognathus,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,33,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1343,16702,NA,NA,UHM,wild,fecal,glycerol,Y,Desmognathus,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,33,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1344,16710,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,61,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1345,16720,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,59,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1346,16730,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,62,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1347,16740,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,35,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1348,16750,NA,NA,UHM,wild,fecal,water - chemistry,Y,Desmognathus,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,49,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1348,16751,NA,NA,UHM,wild,fecal,water - DNA,Y,Desmognathus,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,49,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1348,16752,NA,NA,UHM,wild,fecal,glycerol,Y,Desmognathus,Desmognathus,monticola,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,49,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1349,16760,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,44,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1350,16770,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,50,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1351,16780,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,31,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1352,16790,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,50,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1353,16800,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,53,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1354,16810,NA,NA,UHM,wild,,,N,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,55,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1355,16820,NA,NA,UHM,wild,fecal,water - chemistry,Y,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,28,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1355,16821,NA,NA,UHM,wild,fecal,water - DNA,Y,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,28,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1355,16822,NA,NA,UHM,wild,fecal,glycerol,Y,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,28,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1356,16830,NA,NA,UHM,wild,fecal,water - chemistry,Y,Desmognathus santeetlah,Desmognathus,santeetlah,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,25,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1356,16831,NA,NA,UHM,wild,fecal,water - DNA,Y,Desmognathus santeetlah,Desmognathus,santeetlah,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,25,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Porch Dog Dwelling, GSMNP",35.62872623,-83.09387075,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
